Student ID,student_name,gender,grade,school_name,reading_score,math_score
35549,Amanda Hernandez,F,11th,Ford High School,94,88
35600,Alicia Hoover,F,10th,Ford High School,94,64
35615,Elizabeth King,F,9th,Ford High School,94,86
35690,Christine Rodriguez,F,10th,Ford High School,94,77
35778,Barbara Wright,F,12th,Ford High School,94,78
35787,Steven Ross,M,11th,Ford High School,94,83
35864,Monica Ferguson,F,11th,Ford High School,94,78
35876,Matthew Deleon,M,9th,Ford High School,94,97
35948,Paul Bright,M,11th,Ford High School,94,62
35959,Joshua Joyce,M,10th,Ford High School,94,56
35989,Brittany Taylor,F,12th,Ford High School,94,65
35990,Victoria Morgan,F,10th,Ford High School,94,80
36000,Larry Morgan,M,9th,Ford High School,94,61
36042,Hunter Johnson,M,10th,Ford High School,94,65
36071,Anita Martinez,F,11th,Ford High School,94,61
36109,Cassandra Mitchell,F,12th,Ford High School,94,95
36124,Brianna Diaz,F,12th,Ford High School,94,90
36256,Jasmine Pham,F,10th,Ford High School,94,93
36272,Brent Davidson,M,12th,Ford High School,94,81
36358,Wendy Owens DVM,F,12th,Ford High School,94,55
36414,Melissa Mendez,F,9th,Ford High School,94,82
36518,Amy Perez,F,9th,Ford High School,94,80
36543,Kristopher James,M,10th,Ford High School,94,62
36666,Kelli Mckinney,F,9th,Ford High School,94,68
36750,Dustin Sellers,M,10th,Ford High School,94,98
36794,Dr. Diane Rodriguez,F,10th,Ford High School,94,83
36810,Barbara Ross,F,10th,Ford High School,94,80
36832,Garrett Taylor,M,11th,Ford High School,94,63
36931,Christopher Jones,M,9th,Ford High School,94,94
36987,Daniel Lopez,M,9th,Ford High School,94,73
37000,Wayne Lee,M,9th,Ford High School,94,92
37050,Courtney Burns,F,12th,Ford High School,94,79
37059,Eric Bell,M,9th,Ford High School,94,96
37060,Jessica Smith,F,12th,Ford High School,94,86
37102,Tracy West,F,11th,Ford High School,94,57
37106,Carlos Harris,M,9th,Ford High School,94,66
37108,Michael Harmon,M,9th,Ford High School,94,93
37138,Michael Miller,M,9th,Ford High School,94,59
37141,Bryan Castillo,M,9th,Ford High School,94,71
37188,Anthony Williams,M,11th,Ford High School,94,58
37194,Robert Santos,M,10th,Ford High School,94,83
37209,Brenda Stevens,F,12th,Ford High School,94,82
37243,William Gibson,M,9th,Ford High School,94,85
37256,Lisa Walker,F,11th,Ford High School,94,63
37265,Tiffany Hutchinson,F,12th,Ford High School,94,80
37290,Heather Lee,F,9th,Ford High School,94,97
37347,Austin Green,M,10th,Ford High School,94,71
37349,Robert Garrett,M,9th,Ford High School,94,83
37355,Scott Griffith,M,10th,Ford High School,94,84
37380,Alicia Hopkins,F,10th,Ford High School,94,85
37382,Christopher Johnson,M,10th,Ford High School,94,67
37402,Richard Campbell,M,9th,Ford High School,94,99
37405,Andrew Livingston,M,11th,Ford High School,94,71
37419,Danielle Hudson,F,12th,Ford High School,94,59
37456,Brandon Reyes,M,12th,Ford High School,94,85
37486,Deborah Christian,F,10th,Ford High School,94,79
37531,Bernard Reid,M,9th,Ford High School,94,80
37587,Zachary Christian,M,9th,Thomas High School,94,74
37607,Andrew Jefferson,M,10th,Thomas High School,94,70
37610,Patrick Stanley,M,9th,Thomas High School,94,94
37621,Christopher Grant,M,10th,Thomas High School,94,84
37669,Kirk Reilly,M,11th,Thomas High School,94,71
37695,Keith Newman Jr.,M,12th,Thomas High School,94,83
37718,Sandra Pineda,F,10th,Thomas High School,94,77
37753,Anthony Cummings,M,11th,Thomas High School,94,79
37762,Matthew Jones,M,11th,Thomas High School,94,93
37770,Ashley Willis,F,11th,Thomas High School,94,83
37774,Martha Brown,F,10th,Thomas High School,94,87
37812,Mark Young,M,9th,Thomas High School,94,73
37877,Vanessa Turner,F,10th,Thomas High School,94,95
37927,Christopher Sandoval,M,12th,Thomas High School,94,87
37950,Susan Jensen,F,9th,Thomas High School,94,83
37974,Brian Johnson,M,12th,Thomas High School,94,82
38005,Jermaine White,M,12th,Thomas High School,94,69
38010,Katherine Anderson,F,9th,Thomas High School,94,74
38060,Rachel Smith,F,9th,Thomas High School,94,68
38078,Cynthia Mcbride,F,10th,Thomas High School,94,72
38105,Ricky Henry,M,9th,Thomas High School,94,87
38117,Sarah Cohen,F,11th,Thomas High School,94,93
38180,David Cox,M,11th,Thomas High School,94,98
38188,James Aguilar,M,10th,Thomas High School,94,99
38216,Robert Moore,M,11th,Thomas High School,94,92
38252,Jacqueline Green,F,9th,Thomas High School,94,96
38310,Sarah Rodriguez,F,11th,Thomas High School,94,94
38343,David Smith,M,12th,Thomas High School,94,82
38347,Kimberly Case,F,11th,Thomas High School,94,95
38350,Gregory Shepherd,M,12th,Thomas High School,94,69
38374,Kenneth Collins,M,9th,Thomas High School,94,93
38410,Christine Sellers,F,10th,Thomas High School,94,92
38418,Nicole Ritter,F,9th,Thomas High School,94,80
38427,Adam Hinton,M,11th,Thomas High School,94,93
38439,Cody Cortez,M,11th,Thomas High School,94,91
38480,Michael Johnson,M,10th,Thomas High School,94,82
38603,Kayla Myers,F,9th,Thomas High School,94,75
38635,Christina Moreno,F,10th,Thomas High School,94,98
38686,Danny Powers,M,12th,Thomas High School,94,81
38786,Rebecca Joseph,F,11th,Thomas High School,94,98
38806,Leslie Nelson,M,11th,Thomas High School,94,97
38915,Andres Reyes,M,11th,Thomas High School,94,80
38952,Luke Brown,M,12th,Thomas High School,94,82
39018,Joanne Strickland,F,9th,Thomas High School,94,74
39087,Lisa Kennedy,F,9th,Thomas High School,94,68
39106,Catherine Mendoza,F,11th,Thomas High School,94,70
39121,Stephanie Wilson,F,10th,Thomas High School,94,94
39138,Monica Hampton,F,9th,Thomas High School,94,94
39145,Audrey Fry,F,10th,Thomas High School,94,74
39162,Derek Weeks,M,12th,Thomas High School,94,77
32,Candace Phelps,F,11th,Huang High School,93,90
71,Breanna Taylor,F,10th,Huang High School,93,68
86,Leah Benitez,F,10th,Huang High School,93,84
126,Jennifer Lee,F,12th,Huang High School,93,66
224,Anthony Alvarez,M,10th,Huang High School,93,90
263,Clinton Ortega,M,10th,Huang High School,93,62
271,Timothy Wang,M,12th,Huang High School,93,75
331,Jorge Lynn,M,11th,Huang High School,93,66
335,Amy Smith,F,12th,Huang High School,93,93
365,Michael Parks,M,9th,Huang High School,93,58
400,Allen Foster,M,11th,Huang High School,93,65
411,Stephanie Mercado,F,9th,Huang High School,93,98
414,Luke Lowery MD,M,10th,Huang High School,93,82
462,Jaime Alexander,F,10th,Huang High School,93,77
504,Victor Mcguire,M,11th,Huang High School,93,94
514,Ashley Roberts,F,10th,Huang High School,93,66
525,Sarah Warren,F,11th,Huang High School,93,91
532,Samuel Schultz,M,10th,Huang High School,93,93
574,Brandon Ramirez,M,10th,Huang High School,93,96
591,Sabrina Davidson,F,9th,Huang High School,93,68
595,Elizabeth Pena,F,11th,Huang High School,93,56
638,Kevin Frederick,M,9th,Huang High School,93,74
659,April Jackson,F,10th,Huang High School,93,55
695,Lee Evans,M,10th,Huang High School,93,95
704,Randy Wallace,M,10th,Huang High School,93,87
722,Kristen Murray,F,9th,Huang High School,93,59
733,Kyle Johnson,M,11th,Huang High School,93,92
766,Michael Jenkins,M,11th,Huang High School,93,96
795,Alejandra Todd,F,11th,Huang High School,93,66
806,Becky Moran,F,9th,Huang High School,93,84
910,Tamara Flowers,F,9th,Huang High School,93,58
1006,John Bryant,M,9th,Huang High School,93,82
1025,David Lewis,M,10th,Huang High School,93,61
1115,George Clark,M,12th,Huang High School,93,93
1154,Kathleen Cervantes,F,10th,Huang High School,93,83
1177,Susan Porter,F,9th,Huang High School,93,73
1209,Gregory Mitchell,M,9th,Huang High School,93,71
1214,Heather Chen,F,10th,Huang High School,93,83
1237,Richard Gomez,M,10th,Huang High School,93,76
1296,John Boyd,M,9th,Huang High School,93,97
1363,Rachel Wilson,F,11th,Huang High School,93,85
1410,Jeffrey Perez,M,12th,Huang High School,93,65
1494,Eric Reynolds,M,9th,Huang High School,93,57
1507,Philip Nguyen,M,12th,Huang High School,93,66
1532,Mr. Bruce Thomas,M,11th,Huang High School,93,83
1647,Cathy Allen,F,10th,Huang High School,93,55
1666,Dennis Brown,M,11th,Huang High School,93,83
1667,Spencer Matthews,M,10th,Huang High School,93,70
1692,Danielle Robles,F,10th,Huang High School,93,65
1838,Lori Spencer,F,10th,Huang High School,93,65
1839,Robert Hendrix,M,10th,Huang High School,93,97
1844,Jose Swanson,M,10th,Huang High School,93,62
2009,Kara Flores,F,9th,Huang High School,93,62
2090,Kelsey Cruz,F,10th,Huang High School,93,83
2181,Stephanie Wells,F,10th,Huang High School,93,79
2203,Melissa Jones,F,11th,Huang High School,93,91
2207,Lauren Taylor,F,11th,Huang High School,93,94
2258,Jared Hart,M,9th,Huang High School,93,98
2289,Olivia Mosley,F,10th,Huang High School,93,59
2331,Terry Pope,F,11th,Huang High School,93,63
2369,Tracey Anderson,F,10th,Huang High School,93,70
2380,Kenneth Woodard,M,9th,Huang High School,93,71
2408,Valerie Garcia,F,12th,Huang High School,93,96
2411,Barbara Brown,F,9th,Huang High School,93,87
2464,Anthony Silva,M,10th,Huang High School,93,75
2482,Jordan Reed,M,9th,Huang High School,93,65
2503,Catherine Johnson,F,12th,Huang High School,93,81
2554,Michael Thompson,M,10th,Huang High School,93,65
2614,Jonathan Villa,M,10th,Huang High School,93,57
2633,Laura Olson,F,10th,Huang High School,93,60
2643,Terry Gardner,F,11th,Huang High School,93,63
2716,Christine Martinez,F,10th,Huang High School,93,99
2797,Meghan Miller,F,12th,Huang High School,93,67
2810,Lauren Webster,F,9th,Huang High School,93,70
2826,Zachary Elliott,M,9th,Huang High School,93,92
2830,Miss Colleen Stewart DDS,F,9th,Huang High School,93,81
2835,Christopher Rodriguez,M,11th,Huang High School,93,92
2855,Nichole Herrera,F,9th,Huang High School,93,96
2857,Shawn Thomas,M,11th,Huang High School,93,63
2872,Todd Butler,M,9th,Huang High School,93,66
2886,Cameron Lewis,M,11th,Huang High School,93,91
2953,Mr. Eric Moon,M,9th,Figueroa High School,93,67
2975,Steven Cruz,M,12th,Figueroa High School,93,65
3029,Andrew Fuller,M,11th,Figueroa High School,93,90
3044,Douglas Jackson,M,12th,Figueroa High School,93,73
3112,Michael Mendoza,M,9th,Figueroa High School,93,99
3144,Jordan Anderson,M,11th,Figueroa High School,93,62
3166,Mike Cruz,M,10th,Figueroa High School,93,57
3173,Matthew Wilson,M,10th,Figueroa High School,93,77
3205,Lisa Griffin,F,9th,Figueroa High School,93,85
3327,Wendy Bowman,F,9th,Figueroa High School,93,72
3353,David Watson,M,11th,Figueroa High School,93,77
3397,Lisa Olson,F,11th,Figueroa High School,93,94
3506,Ruben Young,M,11th,Figueroa High School,93,72
3541,Robin Parker,F,10th,Figueroa High School,93,68
3546,Kathy Hancock,F,10th,Figueroa High School,93,96
3558,Bailey Cochran,F,11th,Figueroa High School,93,76
3669,Ashley English,F,12th,Figueroa High School,93,89
3679,David Bender,M,9th,Figueroa High School,93,90
3697,Marcus Smith,M,11th,Figueroa High School,93,83
3703,Thomas Stark,M,10th,Figueroa High School,93,87
3813,Michelle Petty,F,9th,Figueroa High School,93,64
3823,Jeffrey Lopez,M,10th,Figueroa High School,93,86
3836,Joshua Garcia,M,11th,Figueroa High School,93,95
3895,Kaylee Mendez,F,10th,Figueroa High School,93,91
3903,Rebecca Hall,F,12th,Figueroa High School,93,84
3912,Danielle Perez,F,11th,Figueroa High School,93,63
4060,Jeffrey Rose,M,10th,Figueroa High School,93,89
4066,Rebecca Allen,F,10th,Figueroa High School,93,77
4084,Jaclyn Adams,F,10th,Figueroa High School,93,86
4174,Alexandra Cunningham,F,11th,Figueroa High School,93,93
4180,James Crawford,M,10th,Figueroa High School,93,95
4315,Charlene Collins,F,12th,Figueroa High School,93,56
4329,Tamara Campbell,F,12th,Figueroa High School,93,74
4350,Mr. Robert Day,M,12th,Figueroa High School,93,99
4373,Tracey Lambert,F,9th,Figueroa High School,93,58
4374,Christopher Baldwin,M,10th,Figueroa High School,93,67
4378,John Clark,M,9th,Figueroa High School,93,93
4399,Alexandra Hood PhD,F,12th,Figueroa High School,93,71
4411,Adam Decker,M,12th,Figueroa High School,93,89
4427,Ryan Phillips Jr.,M,9th,Figueroa High School,93,75
4449,Debra Dunn,F,10th,Figueroa High School,93,56
4607,Brent Murray,M,10th,Figueroa High School,93,61
4809,Christina Hunter,F,12th,Figueroa High School,93,75
4823,William Casey,M,9th,Figueroa High School,93,83
4849,Kathy Ibarra,F,12th,Figueroa High School,93,94
4854,Melissa Harrington,F,10th,Figueroa High School,93,82
4899,Susan Watkins,F,10th,Figueroa High School,93,94
4926,Terry Johnson,M,9th,Figueroa High School,93,69
5050,Stephen Fuentes,M,10th,Figueroa High School,93,73
5061,Rhonda Montgomery,F,9th,Figueroa High School,93,64
5088,Douglas Jarvis,M,12th,Figueroa High School,93,72
5093,Erin Bruce,F,9th,Figueroa High School,93,69
5140,William King,M,9th,Figueroa High School,93,86
5176,Veronica Walker,F,10th,Figueroa High School,93,73
5255,Charles Ortiz,M,10th,Figueroa High School,93,72
5347,Ralph Kelly,M,9th,Figueroa High School,93,55
5382,Allison Washington,F,10th,Figueroa High School,93,71
5394,Bryan Lopez,M,10th,Figueroa High School,93,77
5395,Clayton Coleman,M,9th,Figueroa High School,93,80
5417,Ryan Lee,M,11th,Figueroa High School,93,81
5425,Samantha Ewing,F,12th,Figueroa High School,93,65
5459,Jimmy Foley,M,10th,Figueroa High School,93,94
5635,Rodney Lopez,M,9th,Figueroa High School,93,66
5643,Joy Bass,F,10th,Figueroa High School,93,95
5647,Wayne Luna,M,12th,Figueroa High School,93,59
5687,Matthew Sanchez,M,11th,Figueroa High School,93,92
5698,Sarah Davis,F,11th,Figueroa High School,93,74
5759,Annette Campbell,F,11th,Figueroa High School,93,79
5784,Brittany Jennings,F,12th,Figueroa High School,93,70
5826,Patricia Patel,F,9th,Figueroa High School,93,86
5878,Jessica Herrera,F,9th,Shelton High School,93,77
5946,Lindsey Tyler DVM,F,9th,Shelton High School,93,77
5978,Joshua Compton,M,11th,Shelton High School,93,99
5994,Mark Stone,M,11th,Shelton High School,93,90
6011,Crystal Page,F,11th,Shelton High School,93,94
6030,Todd Holmes,M,12th,Shelton High School,93,76
6033,Carolyn Best,F,11th,Shelton High School,93,70
6062,Kenneth Guerrero,M,11th,Shelton High School,93,89
6093,Autumn Garcia,F,11th,Shelton High School,93,98
6131,John Armstrong,M,11th,Shelton High School,93,92
6203,Nicholas Anderson,M,11th,Shelton High School,93,76
6209,Rebecca Collier,F,9th,Shelton High School,93,81
6264,Kurt Hamilton,M,12th,Shelton High School,93,77
6285,Jennifer Mcgrath,F,9th,Shelton High School,93,99
6298,Dennis Moody,M,9th,Shelton High School,93,95
6321,Nicholas Becker,M,10th,Shelton High School,93,80
6371,Erik Rosales,M,10th,Shelton High School,93,95
6411,Vanessa Russell,F,10th,Shelton High School,93,92
6420,Tony Melendez,M,9th,Shelton High School,93,91
6494,Amanda Olson,F,9th,Shelton High School,93,80
6514,Stephanie Smith,F,9th,Shelton High School,93,79
6530,Kari Kelly,F,11th,Shelton High School,93,89
6560,Erin Oliver,F,12th,Shelton High School,93,89
6644,Tyler Suarez,M,9th,Shelton High School,93,86
6654,Andrew Robinson,M,9th,Shelton High School,93,82
6688,Elizabeth Smith,F,11th,Shelton High School,93,83
6697,Terry Schmidt,M,11th,Shelton High School,93,89
6755,Pamela Keith,F,10th,Shelton High School,93,77
6760,Kimberly Reyes,F,10th,Shelton High School,93,98
6832,Spencer Anderson,M,9th,Shelton High School,93,80
6845,Timothy Parks,M,11th,Shelton High School,93,81
6849,Timothy Mccall,M,9th,Shelton High School,93,98
6862,Bryan Glenn,M,11th,Shelton High School,93,79
6864,Cory Saunders,M,9th,Shelton High School,93,98
6883,Adrian Griffin,M,10th,Shelton High School,93,94
6930,Eric Goodwin,M,11th,Shelton High School,93,86
6975,David Stevenson,M,12th,Shelton High School,93,88
6995,Maria Miller,F,9th,Shelton High School,93,90
7027,Daisy Hernandez,F,11th,Shelton High School,93,92
7059,Sonya Miller,F,9th,Shelton High School,93,70
7093,Amber Stephenson,F,10th,Shelton High School,93,92
7096,Rachel Payne,F,11th,Shelton High School,93,84
7107,Matthew Martin,M,10th,Shelton High School,93,97
7122,Jerome Hansen,M,11th,Shelton High School,93,75
7193,Mathew Singh,M,11th,Shelton High School,93,82
7209,Nicole Brooks,F,10th,Shelton High School,93,88
7236,Joseph Gonzales,M,10th,Shelton High School,93,70
7246,Tracy Green,F,10th,Shelton High School,93,70
7299,Paul Caldwell,M,11th,Shelton High School,93,88
7341,Charles Campbell,M,11th,Shelton High School,93,91
7393,Michael Williams,M,11th,Shelton High School,93,83
7464,Jessica Vargas,F,9th,Shelton High School,93,87
7572,Calvin Tucker,M,10th,Shelton High School,93,99
7578,James Perez,M,9th,Shelton High School,93,96
7656,Angela Cardenas,F,12th,Hernandez High School,93,88
7668,Marie Rodriguez,F,10th,Hernandez High School,93,87
7722,Jeffrey Ware,M,10th,Hernandez High School,93,70
7752,Patrick Newman DDS,M,10th,Hernandez High School,93,61
7765,Amy Wright,F,11th,Hernandez High School,93,97
7814,Joseph Anderson,M,9th,Hernandez High School,93,77
7867,Margaret Stafford,F,9th,Hernandez High School,93,63
7943,Crystal Foster,F,9th,Hernandez High School,93,78
7951,Marissa Burns,F,11th,Hernandez High School,93,71
8015,Rebecca Lee,F,9th,Hernandez High School,93,59
8024,Sean Terrell,M,11th,Hernandez High School,93,90
8028,David Stark,M,12th,Hernandez High School,93,98
8032,Alexis Lewis,F,12th,Hernandez High School,93,58
8056,Abigail Rich,F,9th,Hernandez High School,93,94
8073,Robert Wilson,M,12th,Hernandez High School,93,98
8102,Dr. Brian Matthews Jr.,M,9th,Hernandez High School,93,57
8134,Dana Bolton,F,10th,Hernandez High School,93,60
8136,Alexander Moore,M,11th,Hernandez High School,93,70
8147,Jane Roberts,F,9th,Hernandez High School,93,75
8162,Jim Garcia,M,11th,Hernandez High School,93,69
8210,Carolyn Garcia,F,11th,Hernandez High School,93,55
8239,Betty Cox,F,10th,Hernandez High School,93,82
8245,Gloria Nguyen,F,10th,Hernandez High School,93,97
8341,Alice Miller,F,10th,Hernandez High School,93,91
8344,Haley Wright,F,10th,Hernandez High School,93,64
8373,Kristen Martin,F,10th,Hernandez High School,93,60
8407,Madeline Perkins,F,10th,Hernandez High School,93,63
8450,Robyn Hicks,F,10th,Hernandez High School,93,55
8451,Amy Martinez DVM,F,10th,Hernandez High School,93,65
8504,Carmen Williams,F,11th,Hernandez High School,93,80
8519,Jeremy Wu,M,12th,Hernandez High School,93,66
8521,Michael Martinez,M,9th,Hernandez High School,93,55
8529,Debra Noble,F,12th,Hernandez High School,93,90
8531,Angela Adams,F,10th,Hernandez High School,93,95
8533,Ronald Powell,M,9th,Hernandez High School,93,72
8617,Lisa Stevens,F,10th,Hernandez High School,93,66
8634,Chad Simpson,M,12th,Hernandez High School,93,76
8650,Aaron Weaver,M,10th,Hernandez High School,93,93
8656,Devon Garcia,M,9th,Hernandez High School,93,71
8674,Becky Hernandez,F,9th,Hernandez High School,93,80
8721,Gregory Johnson,M,12th,Hernandez High School,93,77
8733,Heather Jackson,F,11th,Hernandez High School,93,82
8820,John Martinez,M,10th,Hernandez High School,93,78
8821,Julie Estrada,F,12th,Hernandez High School,93,60
8827,Joshua Jordan,M,10th,Hernandez High School,93,66
8845,Jessica Green,F,9th,Hernandez High School,93,99
8909,Alex Mayer,M,10th,Hernandez High School,93,83
8931,Andrew Sherman,M,11th,Hernandez High School,93,68
9018,Thomas Munoz,M,10th,Hernandez High School,93,96
9022,Lisa Thompson,F,9th,Hernandez High School,93,99
9086,Alexander Avery,M,9th,Hernandez High School,93,72
9214,Jeffrey Zamora MD,M,9th,Hernandez High School,93,68
9219,Amy Schneider,F,12th,Hernandez High School,93,95
9224,Thomas Caldwell,M,9th,Hernandez High School,93,69
9231,Crystal Nguyen,F,10th,Hernandez High School,93,99
9378,Nicole Pearson,F,9th,Hernandez High School,93,84
9386,Heather Hill,F,11th,Hernandez High School,93,68
9397,Courtney Morrow,F,10th,Hernandez High School,93,68
9423,Mrs. Anna Dickerson,F,11th,Hernandez High School,93,88
9439,Dylan Andrews,M,9th,Hernandez High School,93,88
9458,Michelle Guerrero,F,11th,Hernandez High School,93,67
9475,Travis Austin,M,12th,Hernandez High School,93,96
9484,Danielle Hayes,F,10th,Hernandez High School,93,68
9492,Jeffrey Ruiz,M,12th,Hernandez High School,93,59
9500,Matthew Brewer,M,10th,Hernandez High School,93,63
9556,Monica Murray,F,11th,Hernandez High School,93,83
9602,Jordan Brewer PhD,M,10th,Hernandez High School,93,59
9732,Kristen Robinson,F,11th,Hernandez High School,93,87
9758,Morgan Quinn,F,9th,Hernandez High School,93,55
9871,Steven Curry,M,11th,Hernandez High School,93,74
9892,Susan Henry,F,10th,Hernandez High School,93,91
9924,Amber Elliott,F,10th,Hernandez High School,93,59
9957,Maria Hickman,F,12th,Hernandez High School,93,77
10047,Michael Thompson,M,11th,Hernandez High School,93,75
10129,Helen Sherman,F,10th,Hernandez High School,93,86
10156,Christina Nguyen,F,10th,Hernandez High School,93,63
10204,Thomas Smith,M,9th,Hernandez High School,93,94
10249,Kevin Brooks MD,M,11th,Hernandez High School,93,60
10269,Richard Frye,M,9th,Hernandez High School,93,73
10308,James Phillips,M,9th,Hernandez High School,93,97
10358,Christopher Moon,M,11th,Hernandez High School,93,78
10497,Beverly Hale,F,9th,Hernandez High School,93,62
10503,Brittany Freeman,F,10th,Hernandez High School,93,62
10516,Susan Martin,F,10th,Hernandez High School,93,55
10538,Amanda Sanchez DDS,F,9th,Hernandez High School,93,76
10664,Tina Dean,F,10th,Hernandez High School,93,68
10696,Denise Johnson,F,9th,Hernandez High School,93,57
10720,Deborah Campbell,F,10th,Hernandez High School,93,57
10727,Dawn Holt,F,11th,Hernandez High School,93,84
10728,Michael Hansen,M,10th,Hernandez High School,93,95
10763,Michael Flores,M,9th,Hernandez High School,93,60
10783,Dylan Stewart,M,10th,Hernandez High School,93,71
10787,Robert Wilson,M,9th,Hernandez High School,93,75
10788,Denise Silva,F,12th,Hernandez High School,93,70
10804,Roberto Jones,M,10th,Hernandez High School,93,61
10845,Peggy Henson,F,10th,Hernandez High School,93,77
10909,Adrian Gallagher,M,11th,Hernandez High School,93,86
11035,Caroline Simpson,F,10th,Hernandez High School,93,57
11054,Veronica Bush,F,12th,Hernandez High School,93,94
11133,Lori Johnson,F,9th,Hernandez High School,93,59
11134,Steven Fields,M,9th,Hernandez High School,93,76
11217,Kristen Lopez,F,9th,Hernandez High School,93,87
11328,Kathleen Flores,F,9th,Hernandez High School,93,73
11430,Terri Grant,F,9th,Hernandez High School,93,73
11457,James Clark,M,10th,Hernandez High School,93,90
11458,Gina Baker,F,9th,Hernandez High School,93,88
11554,Kyle White,M,10th,Hernandez High School,93,97
11562,Joseph Walter,M,10th,Hernandez High School,93,92
11565,Sarah Hooper,F,11th,Hernandez High School,93,65
11572,Ashley Duarte,F,9th,Hernandez High School,93,59
11585,Mr. Randy Reyes,M,11th,Hernandez High School,93,81
11657,Kathryn Johnson,F,12th,Hernandez High School,93,65
11715,Austin Duncan,M,9th,Hernandez High School,93,89
11883,Andrew Wu,M,12th,Hernandez High School,93,66
11929,John Mcdonald,M,11th,Hernandez High School,93,76
11936,Sean Monroe,M,10th,Hernandez High School,93,60
11943,Timothy Mason,M,11th,Hernandez High School,93,71
11947,Dennis Morales,M,10th,Hernandez High School,93,79
11951,Cynthia Long,F,9th,Hernandez High School,93,77
11982,Mark Lee,M,9th,Hernandez High School,93,98
11993,Ann Knox,F,10th,Hernandez High School,93,97
12052,William Lane,M,11th,Hernandez High School,93,84
12113,Matthew Macias,M,9th,Hernandez High School,93,57
12120,Fred Foster,M,11th,Hernandez High School,93,77
12131,Andrew Donovan,M,10th,Hernandez High School,93,81
12142,Joseph Edwards,M,9th,Hernandez High School,93,75
12149,Andrew Long,M,11th,Hernandez High School,93,55
12189,Stacey Park,F,9th,Hernandez High School,93,58
12193,Nicole Gay,F,11th,Hernandez High School,93,91
12201,James Brown,M,12th,Hernandez High School,93,96
12251,Julia Hill,F,11th,Hernandez High School,93,87
12252,Henry Morris,M,9th,Hernandez High School,93,68
12253,Kristin Turner,F,11th,Hernandez High School,93,95
12276,Christine Aguilar,F,12th,Griffin High School,93,90
12290,Terri Fox,F,10th,Griffin High School,93,89
12297,Alison Frederick,F,10th,Griffin High School,93,73
12357,Kyle Andersen,M,12th,Griffin High School,93,87
12392,Anthony Mitchell,M,12th,Griffin High School,93,88
12396,Christine Lopez,F,12th,Griffin High School,93,76
12411,Lisa Allen,F,10th,Griffin High School,93,70
12445,Beth Williams,F,9th,Griffin High School,93,69
12446,Amber Rios,F,12th,Griffin High School,93,69
12514,Gina Powers,F,11th,Griffin High School,93,99
12517,Cameron Khan,M,9th,Griffin High School,93,78
12538,Ian Burgess,M,9th,Griffin High School,93,76
12543,Brandon Brooks,M,9th,Griffin High School,93,91
12557,Yolanda Harris,F,12th,Griffin High School,93,97
12560,Carol Schneider,F,12th,Griffin High School,93,87
12643,Emma Boyle,F,12th,Griffin High School,93,84
12656,Jessica Bryant,F,9th,Griffin High School,93,72
12685,Joanne Harrison,F,9th,Griffin High School,93,69
12692,Angela Lewis,F,10th,Griffin High School,93,96
12698,Theresa Price,F,10th,Griffin High School,93,95
12722,Lawrence Decker,M,12th,Griffin High School,93,97
12807,Melissa Griffin,F,10th,Griffin High School,93,99
12858,Denise Miles,F,12th,Griffin High School,93,76
12922,Colleen Mason,F,11th,Griffin High School,93,93
12995,Angela Smith,F,10th,Griffin High School,93,75
13043,Christina Smith,F,9th,Griffin High School,93,69
13071,Rebecca Garcia,F,11th,Griffin High School,93,87
13215,Jessica Marshall,F,11th,Griffin High School,93,97
13221,Tara Ross,F,10th,Griffin High School,93,92
13232,Ronald Perkins,M,9th,Griffin High School,93,71
13254,Corey Smith,M,12th,Griffin High School,93,81
13334,Dr. Joseph Park,M,9th,Griffin High School,93,81
13377,Jodi Green,F,11th,Griffin High School,93,83
13396,Daisy Powers,F,11th,Griffin High School,93,99
13399,Lisa Johnson,F,11th,Griffin High School,93,97
13443,Norma Harris,F,9th,Griffin High School,93,95
13453,Karina Greer,F,11th,Griffin High School,93,78
13630,Joann Thomas,F,11th,Griffin High School,93,79
13678,Robert Vega,M,10th,Griffin High School,93,92
13715,Tyler Russo,M,9th,Griffin High School,93,80
13733,Warren Kerr,M,11th,Wilson High School,93,68
13782,Ryan Cunningham,M,12th,Wilson High School,93,73
13784,Adrian Morrow,M,9th,Wilson High School,93,80
13874,Pamela Morgan,F,10th,Wilson High School,93,78
13876,William Buck,M,11th,Wilson High School,93,88
13893,Julia Wallace,F,10th,Wilson High School,93,92
13896,Brandy Thomas,F,11th,Wilson High School,93,99
13931,Jacqueline Glenn,F,11th,Wilson High School,93,83
13933,Gabrielle Harmon,F,12th,Wilson High School,93,73
13934,Adam Allen,M,9th,Wilson High School,93,94
14010,Michael Cooley,M,10th,Wilson High School,93,68
14012,Lawrence Lang,M,9th,Wilson High School,93,94
14029,Jack Weeks,M,11th,Wilson High School,93,75
14089,Curtis Ford,M,12th,Wilson High School,93,80
14098,Travis Barnes,M,11th,Wilson High School,93,96
14187,Amber Castro,F,11th,Wilson High School,93,75
14223,Samantha Bell,F,10th,Wilson High School,93,82
14247,Lisa Lowe,F,9th,Wilson High School,93,73
14334,Angela Snyder,F,11th,Wilson High School,93,98
14339,Angela Terry,F,10th,Wilson High School,93,98
14354,David Kelley,M,9th,Wilson High School,93,89
14370,Natasha Villa,F,10th,Wilson High School,93,75
